TRAFICO NACIONAL;;;;;;;;;;;;
TRAFICO POR OPERADOR POR PARES DE CIUDADES;;;;;;;;;;;;
PASAJEROS LLEGADOS;;;;;;;;;;;;
;;;;;;;;;;;;
OPERADOR;LLEGAN:;DESDE:;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
 ; ;DE OSORNO          ;0;0;0;2;0;0;0;0;0;0
 ; ;DE VALDIVIA        ;0;0;0;8;28;0;3;4;6;0
 ; ;DE BALMACEDA       ;6.288;6.529;6.353;6.735;8.853;10.149;11.548;10.951;12.648;14.012
 ; ;DE PUERTO NATALES  ;0;0;0;1.541;541;0;972;2.852;1.499;0
 ; ;DE PUNTA ARENAS    ;9.313;9.514;8.393;13.389;17.616;22.775;20.091;23.640;30.676;33.682
 ;A VALDIVIA;DE PUNTA ARENAS    ;0;0;0;0;76;0;0;0;0;0
 ;A BALMACEDA;DE PUERTO NATALES  ;0;0;0;1;0;0;0;0;0;0
 ; ;DE PUNTA ARENAS    ;1.127;2.228;3.552;4.057;3.653;3.560;5.344;4.148;2.577;2.465
 ;A PUNTA ARENAS;DE PUERTO NATALES  ;0;0;0;7;0;0;0;0;0;0
TOTAL;NACIONAL DE;SKY AIRLINE       ;303.560;303.452;328.682;392.797;467.766;538.526;616.786;765.778;987.182;1.071.625
XTRA AIRWAYS      ;A SANTIAGO;DE ANTOFAGASTA     ;0;0;0;0;0;0;0;0;4.443;7.898
 ; ;DE CALAMA          ;0;0;0;0;0;0;0;0;746;10.079
 ; ;DE CONCEPCION      ;0;0;0;0;0;0;0;0;1;2
 ;A ANTOFAGASTA;DE CALAMA          ;0;0;0;0;0;0;0;0;0;57
 ; ;DE CONCEPCION      ;0;0;0;0;0;0;0;0;4.305;11.333
TOTAL;NACIONAL DE;XTRA AIRWAYS      ;0;0;0;0;0;0;0;0;9.495;29.369
TOTAL;GENERAL;DE DATOS;1.679.896;1.780.726;2.178.890;2.522.048;2.768.680;3.207.193;3.706.164;4.400.532;5.055.585;5.218.290
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
TRAFICO NACIONAL;;;;;;;;;;;;
TRAFICO POR OPERADOR POR PARES DE CIUDADES;;;;;;;;;;;;
PASAJEROS-KILOMETROS (en Miles) SALIDOS;;;;;;;;;;;;
;;;;;;;;;;;;
OPERADOR;DESDE:;LLEGAN:;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
PAL AIRLINES;DE SANTIAGO;A ARICA           ;0;0;0;0;0;5.098;27.956;7.328;0;0
 ; ;A IQUIQUE         ;0;0;0;0;14.404;32.361;43.233;49.418;22.631;2.345
 ; ;A ANTOFAGASTA     ;0;0;0;317;16.349;40.493;36.104;33.419;25.919;3.591
 ; ;A CALAMA          ;0;0;0;0;1.089;21.297;25.110;49.385;71.340;11.342
 ; ;A COPIAPO         ;0;0;0;0;0;1.611;9.233;11.195;3.567;87
 ; ;A LA SERENA       ;0;0;0;0;0;0;30;0;0;87
 ; ;A CONCEPCION      ;0;0;0;0;30;0;81;0;160;183
 ; ;A TEMUCO          ;0;0;0;91;0;69;0;0;0;0
 ; ;A OSORNO          ;0;0;0;0;0;0;99;0;0;0
 ; ;A PUERTO MONTT    ;0;0;0;0;97;0;0;0;0;0
 ; ;A VALDIVIA        ;0;0;0;0;50;0;0;0;0;0
 ; ;A PUNTA ARENAS    ;0;0;0;318;0;0;0;0;0;0
 ;DE ARICA;A IQUIQUE         ;0;0;0;0;0;340;1.714;246;0;0
 ; ;A ANTOFAGASTA     ;0;0;0;0;0;611;2.657;586;0;0
 ; ;A CALAMA          ;0;0;0;0;0;7;43;5;0;0
 ; ;A COPIAPO         ;0;0;0;0;0;4;5;12;0;0
 ;DE IQUIQUE;A CALAMA          ;0;0;0;0;65;556;830;490;131;12
 ; ;A COPIAPO         ;0;0;0;0;0;235;684;116;23;0
 ;DE ANTOFAGASTA;A IQUIQUE         ;0;0;0;0;851;1.796;2.535;545;100;4
 ; ;A CALAMA          ;0;0;0;0;13;117;101;16;4;0
 ; ;A COPIAPO         ;0;0;0;0;0;83;1.937;1.846;832;0
 ; ;A LA SERENA       ;0;0;0;0;0;0;26;0;0;0
 ; ;A CONCEPCION      ;0;0;0;0;0;0;0;0;26.651;10.883
 ;DE CALAMA;A COPIAPO         ;0;0;0;0;0;396;971;23;31;0
 ;DE COPIAPO;A CONCEPCION      ;0;0;0;0;0;0;0;0;100;0
 ;DE CONCEPCION;A CALAMA          ;0;0;0;0;0;0;0;0;195;1.506
TOTAL;NACIONAL DE;PAL AIRLINES;0;0;0;726;32.948;105.074;153.349;154.630;151.684;30.040
AEROLINEAS DAMOJH ;DE SANTIAGO;A IQUIQUE         ;0;0;0;0;0;0;0;3.064;2.430;0
 ; ;A ANTOFAGASTA     ;0;0;0;0;0;0;0;131;2.160;0
 ; ;A CALAMA          ;0;0;0;0;0;0;0;8.381;5.081;0
 ; ;A COPIAPO         ;0;0;0;0;0;0;0;0;306;0
 ; ;A CONCEPCION      ;0;0;0;0;0;0;0;53;12;0
 ;DE IQUIQUE;A CALAMA          ;0;0;0;0;0;0;0;0;22;0
 ; ;A COPIAPO         ;0;0;0;0;0;0;0;0;6;0
 ;DE ANTOFAGASTA;A IQUIQUE         ;0;0;0;0;0;0;0;0;1;0
 ; ;A CALAMA          ;0;0;0;0;0;0;0;0;7;0
 ; ;A COPIAPO         ;0;0;0;0;0;0;0;0;72;0
 ; ;A CONCEPCION      ;0;0;0;0;0;0;0;882;2.889;0
 ;DE CONCEPCION;A CALAMA          ;0;0;0;0;0;0;0;571;370;0
TOTAL;NACIONAL DE;AEROLINEAS DAMOJH ;0;0;0;0;0;0;0;13.082;13.356;0
AEROLINEAS DEL SUR;DE SANTIAGO;A IQUIQUE         ;20.343;30.545;39.948;33.352;0;0;0;0;0;0
 ; ;A ANTOFAGASTA     ;16.540;35.632;60.360;39.115;0;0;0;0;0;0
 ; ;A CALAMA          ;4.461;18.033;35.406;24.765;0;0;0;0;0;0
 ; ;A CONCEPCION      ;0;0;3.020;8.972;0;0;0;0;0;0
 ; ;A TEMUCO          ;0;0;166;5.267;0;0;0;0;0;0
 ; ;A PUERTO MONTT    ;10.514;21.677;34.115;23.354;0;0;0;0;0;0
 ; ;A BALMACEDA       ;0;0;109;7.148;0;0;0;0;0;0
 ; ;A PUERTO NATALES  ;0;0;0;654;0;0;0;0;0;0
 ; ;A PUNTA ARENAS    ;43.901;34.265;36.964;30.646;0;0;0;0;0;0
 ;DE IQUIQUE;A CALAMA          ;9;439;0;188;0;0;0;0;0;0
 ;DE ANTOFAGASTA;A IQUIQUE         ;492;2.579;3.991;3.417;0;0;0;0;0;0
 ; ;A CALAMA          ;5;319;567;488;0;0;0;0;0;0
 ;DE CONCEPCION;A TEMUCO          ;0;0;5;571;0;0;0;0;0;0
 ; ;A PUERTO MONTT    ;0;0;2;202;0;0;0;0;0;0
 ; ;A BALMACEDA       ;0;0;2;1.084;0;0;0;0;0;0
 ; ;A PUNTA ARENAS    ;0;0;0;339;0;0;0;0;0;0
 ;DE TEMUCO;A BALMACEDA       ;0;0;0;26;0;0;0;0;0;0
 ; ;A PUNTA ARENAS    ;0;0;0;148;0;0;0;0;0;0
 ;DE PUERTO MONTT;A BALMACEDA       ;0;0;38;3.687;0;0;0;0;0;0
 ; ;A PUNTA ARENAS    ;4.852;12.920;14.622;10.665;0;0;0;0;0;0
 ;DE BALMACEDA;A PUNTA ARENAS    ;0;0;0;58;0;0;0;0;0;0
TOTAL;NACIONAL DE;AEROLINEAS DEL SUR;101.117;156.409;229.315;194.146;0;0;0;0;0;0
AEROVIAS D.A.P.   ;DE SANTIAGO;A IQUIQUE         ;0;0;0;0;0;0;0;1.032;76;44
 ; ;A ANTOFAGASTA     ;0;0;0;0;0;0;0;1.337;3.149;13.441
 ; ;A CALAMA          ;0;0;0;0;0;0;0;1.275;38;1.316
 ; ;A COPIAPO         ;0;0;0;0;0;0;0;0;2.555;579
 ; ;A EL SALVADOR     ;0;0;0;0;0;0;0;11;3.626;4.669
 ; ;A LA SERENA       ;0;0;0;0;0;0;0;0;32;0
 ; ;A CONCEPCION      ;0;0;0;0;0;0;0;0;36;0
 ; ;A TEMUCO          ;0;0;0;0;0;0;0;0;52;0
 ; ;A PUERTO NATALES  ;0;0;0;0;0;0;0;0;0;170
 ; ;A PUNTA ARENAS    ;0;0;0;0;0;0;0;0;386;386
 ;DE ANTOFAGASTA;A EL SALVADOR     ;0;0;0;0;0;0;0;0;0;21
 ;DE CALAMA;A COPIAPO         ;0;0;0;0;0;0;0;0;0;64
 ;DE PUNTA ARENAS;A ANTARTICA CHIL. ;1.445;1.388;1.202;1.002;2.230;1.947;2.546;2.724;4.171;3.533
 ; ;A BAHIA INUTIL    ;17;94;53;7;4;3;2;3;0;0
 ; ;A BAHIA POSESION  ;6;3;0;2;4;3;0;0;3;0
 ; ;A CERRO SOMBRERO  ;1;36;37;48;41;46;16;2;6;2
 ; ;A ISLA DAWSON     ;0;0;0;0;0;0;0;6;0;0
 ; ;A PORVENIR        ;233;253;282;306;292;312;315;277;290;263
 ; ;A PUERTO NATALES  ;223;207;250;269;162;203;112;117;191;172
 ; ;A PUERTO WILLIAMS ;1.572;1.436;1.415;1.556;1.498;1.855;2.162;1.975;2.244;2.603
TOTAL;NACIONAL DE;AEROVIAS D.A.P.   ;3.497;3.417;3.239;3.190;4.231;4.369;5.153;8.759;16.855;27.263
LAN AIRLINES         ;DE SANTIAGO;A ARICA           ;22.390;11.607;4.121;3.327;32.811;48.306;46.010;18.730;19.414;2.831
 ; ;A IQUIQUE         ;22.601;22.032;26.609;35.703;141.288;256.389;316.515;291.048;366.187;403.569
 ; ;A ANTOFAGASTA     ;497;4.600;2.680;514;130.880;229.173;279.039;325.403;353.927;379.502
 ; ;A CALAMA          ;6.116;15.096;3.261;1.237;146.876;244.593;320.661;426.195;406.388;322.184
 ; ;A COPIAPO         ;122;205;301;581;502;576;3.037;6.585;29.429;41.014
 ; ;A EL SALVADOR     ;0;6;0;0;0;0;0;0;0;0
 ; ;A LA SERENA       ;12;13;161;180;0;0;271;355;4.046;2.349
 ; ;A ISLA DE PASCUA  ;113.190;137.603;149.160;203.333;227.783;223.384;223.845;253.268;286.770;307.736
 ; ;A CONCEPCION      ;128;310;95;115;126;15;4.256;0;1.012;285
 ; ;A PUCON           ;0;1;0;0;0;0;0;0;0;0
 ; ;A TEMUCO          ;141;10;485;1.133;10.698;0;114;1.758;32.942;21.063
 ; ;A CASTRO          ;0;0;0;0;0;0;0;0;24.094;29.411
 ; ;A OSORNO          ;0;62;78;45;0;0;119;16.838;1.327;0
 ; ;A PUERTO MONTT    ;32.881;36.370;25.026;22.678;48.214;82.325;97.647;25.323;34.490;36.148
 ; ;A VALDIVIA        ;38;41;20;339;0;185;329;23.129;23;92
 ; ;A BALMACEDA       ;18.479;20.695;21.105;18.588;55.413;50.102;30.877;4.669;15.734;2.445
 ; ;A PUNTA ARENAS    ;52.250;60.005;38.024;24.841;129.309;110.110;171.640;146.625;209.851;195.138
 ;DE ARICA;A IQUIQUE         ;791;194;15;82;134;154;316;452;232;15
 ; ;A ANTOFAGASTA     ;0;0;16;0;0;0;0;0;0;0
 ; ;A CALAMA          ;0;0;0;11;0;0;0;0;0;0
 ; ;A COPIAPO         ;0;0;13;104;185;329;405;184;0;0
 ;DE IQUIQUE;A CALAMA          ;0;0;0;17;20;48;0;0;0;0
 ; ;A COPIAPO         ;0;0;3;59;282;267;300;174;0;0
 ; ;A LA SERENA       ;0;0;50;64;0;0;0;0;0;0
 ; ;A CONCEPCION      ;0;0;5;0;0;192;0;0;0;272
 ;DE ANTOFAGASTA;A IQUIQUE         ;57;17;228;78;18;71;423;5.687;1.428;6.573
 ; ;A CALAMA          ;1;0;11;0;0;0;0;0;0;0
 ; ;A COPIAPO         ;0;29;4;0;0;40;0;0;0;0
 ; ;A EL SALVADOR     ;0;0;1;0;0;0;0;0;0;0
 ; ;A LA SERENA       ;0;0;0;9;0;0;0;6.593;23;9.100
 ; ;A CONCEPCION      ;0;0;0;0;165;0;0;0;0;0
 ;DE CALAMA;A COPIAPO         ;0;0;0;0;0;0;57;0;0;0
 ; ;A LA SERENA       ;0;0;0;0;0;0;0;144;1.121;8.606
 ;DE COPIAPO;A EL SALVADOR     ;0;1;0;0;0;0;0;0;0;0
 ; ;A LA SERENA       ;0;0;5;0;0;0;0;0;0;0
 ; ;A CONCEPCION      ;0;0;0;0;0;0;0;0;52;0
 ;DE CONCEPCION;A PUCON           ;0;26;0;0;0;0;0;0;0;0
 ; ;A TEMUCO          ;0;0;3;7;0;0;0;0;0;0
 ; ;A OSORNO          ;0;9;0;0;0;0;0;0;0;0
 ; ;A PUERTO MONTT    ;5;82;51;9;40;0;0;0;0;0
 ; ;A VALDIVIA        ;5;1;2;16;0;0;0;0;0;0
 ;DE TEMUCO;A OSORNO          ;0;0;1;0;0;0;0;0;0;0
 ; ;A BALMACEDA       ;0;0;135;312;132;0;27;85;0;0
 ; ;A PUNTA ARENAS    ;65;0;0;0;0;0;0;0;0;0
 ;DE OSORNO;A VALDIVIA        ;0;0;0;0;0;0;0;0;3;0
 ;DE PUERTO MONTT;A TEMUCO          ;96;160;39;35;77;0;0;0;0;0
 ; ;A CASTRO          ;0;0;0;0;0;0;0;0;892;768
 ; ;A OSORNO          ;0;1;0;0;0;0;0;0;0;0
 ; ;A VALDIVIA        ;0;0;2;0;0;0;0;1;0;0
 ; ;A BALMACEDA       ;6.408;6.555;7.224;8.627;19.414;22.997;17.770;21.152;22.961;23.439
 ; ;A PUNTA ARENAS    ;14.995;15.939;6.645;160;9.296;12.112;11.524;59.238;20.836;13.216
 ;DE VALDIVIA;A BALMACEDA       ;0;0;0;0;0;0;0;64;0;0
 ;DE BALMACEDA;A PUNTA ARENAS    ;1.385;1.007;713;0;0;1.250;0;0;0;0
TOTAL;NACIONAL DE;LAN AIRLINES         ;292.653;332.677;286.292;322.204;953.663;1.282.618;1.525.182;1.633.700;1.833.182;1.805.756
LAN EXPRESS       ;DE SANTIAGO;A ARICA           ;64.442;77.541;113.437;133.447;131.902;123.685;151.854;219.776;241.377;280.284
 ; ;A IQUIQUE         ;115.962;118.996;163.868;204.240;158.521;103.183;120.372;189.476;134.815;84.529
 ; ;A ANTOFAGASTA     ;141.045;130.943;168.087;231.236;171.802;151.601;153.223;201.114;255.166;320.471
 ; ;A CALAMA          ;110.338;103.377;129.812;165.374;64.789;21.913;5.776;28.170;195.272;289.343
 ; ;A COPIAPO         ;24.356;19.657;27.879;46.476;48.733;58.275;81.818;107.599;112.195;89.835
 ; ;A EL SALVADOR     ;4.688;4.352;3.417;0;0;0;0;0;0;0
 ; ;A LA SERENA       ;21.123;24.035;33.498;44.698;47.169;55.646;64.201;71.772;70.411;72.722
 ; ;A ISLA DE PASCUA  ;0;0;0;0;0;4.669;0;0;0;0
 ; ;A CHILLAN         ;207;139;0;0;0;0;0;0;0;0
 ; ;A CONCEPCION      ;63.446;66.491;83.340;97.329;100.081;112.078;128.682;143.268;139.250;136.844
 ; ;A PUCON           ;857;659;821;808;0;660;1.150;1.087;0;0
 ; ;A TEMUCO          ;43.215;42.683;50.948;61.793;49.372;77.022;85.871;97.342;70.604;90.523
 ; ;A CASTRO          ;0;0;0;0;0;0;0;3.393;0;104
 ; ;A OSORNO          ;22.772;21.229;28.694;19.089;44.921;41.496;44.053;27.642;36.201;31.031
 ; ;A PUERTO MONTT    ;86.479;87.256;139.368;177.720;154.395;125.197;125.136;240.474;248.751;266.348
 ; ;A VALDIVIA        ;19.370;19.502;24.832;32.419;19.750;37.142;43.167;29.992;28.451;31.277
 ; ;A BALMACEDA       ;25.293;26.740;35.133;42.449;19.207;32.189;62.133;93.222;96.074;113.835
 ; ;A PUNTA ARENAS    ;150.727;164.232;244.343;264.948;200.819;237.770;222.260;278.127;263.161;300.432
 ;DE ARICA;A IQUIQUE         ;5.531;6.486;4.976;2.814;3.015;3.280;4.003;3.722;3.743;3.917
 ; ;A ANTOFAGASTA     ;1.010;1.517;2.421;755;0;0;78;0;0;0
 ; ;A CALAMA          ;461;404;101;102;0;0;0;0;72;0
 ; ;A COPIAPO         ;414;328;262;901;444;359;536;177;0;0
 ; ;A LA SERENA       ;1.253;1.448;759;0;0;0;0;0;0;0
 ; ;A CONCEPCION      ;0;76;10;0;0;0;0;0;0;0
 ;DE IQUIQUE;A CALAMA          ;711;706;770;1.024;23;30;0;0;29;0
 ; ;A COPIAPO         ;424;466;521;481;661;345;429;191;0;0
 ; ;A LA SERENA       ;7.339;7.608;6.463;1.350;0;71;0;0;0;0
 ; ;A CONCEPCION      ;0;148;4;0;0;0;0;0;0;0
 ;DE ANTOFAGASTA;A IQUIQUE         ;6.751;7.138;6.025;7.731;9.355;10.960;11.344;7.472;15.896;10.132
 ; ;A CALAMA          ;1.615;1.552;1.057;293;0;0;0;17;0;16
 ; ;A COPIAPO         ;2.612;2.054;1.444;1;0;60;59;0;0;0
 ; ;A EL SALVADOR     ;32;24;22;0;0;0;0;0;0;0
 ; ;A LA SERENA       ;8.620;9.536;9.975;15.477;17.810;19.704;20.409;23.208;30.724;25.237
 ; ;A CONCEPCION      ;0;152;307;0;0;159;0;0;0;0
 ;DE CALAMA;A COPIAPO         ;372;418;224;53;0;0;0;53;0;48
 ; ;A LA SERENA       ;0;0;0;0;0;687;1.679;1.648;6.489;9.345
 ;DE COPIAPO;A EL SALVADOR     ;142;131;42;0;0;0;0;0;0;0
 ; ;A LA SERENA       ;586;464;268;427;264;157;490;134;33;28
 ; ;A CONCEPCION      ;0;0;0;0;0;0;0;0;0;141
 ;DE EL SALVADOR;A CALAMA          ;94;157;35;0;0;0;0;0;0;0
 ; ;A LA SERENA       ;242;148;0;0;0;0;0;0;0;0
 ;DE CONCEPCION;A VI_A DEL MAR    ;0;55;0;0;0;0;0;0;0;0
 ; ;A TEMUCO          ;635;602;249;20;0;0;0;0;0;0
 ; ;A OSORNO          ;803;303;1.096;0;0;0;0;0;0;0
 ; ;A PUERTO MONTT    ;5.262;5.435;3.562;329;0;31;0;0;75;0
 ; ;A VALDIVIA        ;1.556;1.495;449;361;27;0;0;0;0;0
 ; ;A BALMACEDA       ;0;0;401;385;0;0;0;0;0;0
 ; ;A PUNTA ARENAS    ;234;1.225;0;0;0;0;0;0;0;0
 ;DE TEMUCO;A PUCON           ;0;0;0;0;0;0;1;1;0;0
 ; ;A OSORNO          ;2.450;2.377;52;78;388;77;144;0;0;0
 ; ;A VALDIVIA        ;41;86;104;0;0;0;0;0;0;0
 ; ;A BALMACEDA       ;1.358;1.370;1.079;1.465;267;56;67;95;0;0
 ; ;A PUNTA ARENAS    ;2.147;1.620;0;0;0;0;0;0;0;0
 ;DE OSORNO;A VALDIVIA        ;3;0;0;6;2;18;5;4;32;3
 ;DE PUERTO MONTT;A TEMUCO          ;2.304;1.658;672;180;230;0;8;0;0;0
 ; ;A CASTRO          ;0;0;0;0;0;0;0;125;0;0
 ; ;A OSORNO          ;0;4;0;0;0;0;0;0;0;0
 ; ;A VALDIVIA        ;47;43;45;22;0;1;0;0;0;0
 ; ;A BALMACEDA       ;9.419;8.948;12.035;12.562;6.699;867;11.606;13.252;15.918;17.761
 ; ;A PUNTA ARENAS    ;37.855;32.543;46.185;63.694;70.179;57.744;68.656;38.685;76.859;89.235
 ;DE VALDIVIA;A BALMACEDA       ;0;0;0;0;0;13;676;370;0;0
 ;DE BALMACEDA;A PUNTA ARENAS    ;51;0;158;281;0;442;0;0;0;0
TOTAL;NACIONAL DE;LAN EXPRESS       ;996.694;1.006.557;1.349.250;1.632.818;1.320.825;1.277.587;1.409.886;1.821.608;2.041.598;2.263.441
ONE SPA           ;DE SANTIAGO;A ANTOFAGASTA     ;0;0;0;0;0;0;0;0;0;3.763
 ; ;A CALAMA          ;0;0;0;0;0;0;0;0;0;417
 ; ;A CONCEPCION      ;0;0;0;0;0;0;0;0;0;181
 ;DE ANTOFAGASTA;A CONCEPCION      ;0;0;0;0;0;0;0;0;0;4.004
TOTAL;NACIONAL DE;ONE SPA           ;0;0;0;0;0;0;0;0;0;8.365
PLUNA             ;DE SANTIAGO;A CONCEPCION      ;0;0;0;0;0;0;0;1.947;0;0
 ; ;A PUNTA ARENAS    ;0;0;0;0;412;177;0;0;0;0
TOTAL;NACIONAL DE;PLUNA             ;0;0;0;0;412;177;0;1.947;0;0
SKY AIRLINE       ;DE SANTIAGO;A ARICA           ;45.166;41.163;42.373;45.723;53.905;55.960;61.540;79.922;106.630;110.049
 ; ;A IQUIQUE         ;52.564;48.410;43.426;42.617;51.354;63.808;94.830;93.928;119.791;132.651
 ; ;A ANTOFAGASTA     ;50.977;54.302;62.970;62.069;80.544;103.701;99.850;125.076;154.759;189.426
 ; ;A CALAMA          ;33.195;31.407;38.829;49.815;61.805;70.963;75.491;118.053;167.407;158.562
 ; ;A COPIAPO         ;0;9.311;14.390;11.397;14.805;22.507;32.013;39.632;45.501;48.306
 ; ;A EL SALVADOR     ;0;0;807;4.161;3.181;3.006;4.473;5.610;354;0
 ; ;A LA SERENA       ;0;0;0;46;0;4.811;12.643;15.812;19.166;26.044
 ; ;A CONCEPCION      ;14.208;13.354;13.353;11.830;15.156;23.920;22.962;28.059;39.504;51.612
 ; ;A PUCON           ;242;422;432;372;0;389;713;426;637;0
 ; ;A TEMUCO          ;14.016;14.896;18.144;16.052;17.341;18.144;24.023;28.307;39.421;45.669
 ; ;A OSORNO          ;175;0;172;5.173;95;74;0;0;146;1.787
 ; ;A PUERTO MONTT    ;23.569;18.195;13.670;22.753;29.231;33.327;47.970;57.862;73.661;75.344
 ; ;A VALDIVIA        ;0;56;9;3.689;1.512;75;392;536;11.006;16.603
 ; ;A BALMACEDA       ;16.115;15.965;16.170;12.945;13.771;14.822;18.535;17.024;24.456;27.272
 ; ;A PUERTO NATALES  ;0;0;0;618;1.309;14;0;40;0;0
 ; ;A PUNTA ARENAS    ;27.614;22.722;20.771;33.727;46.218;53.063;50.748;58.910;67.595;74.388
 ;DE ARICA;A IQUIQUE         ;1.553;1.596;2.733;3.414;2.240;2.239;2.447;4.602;6.565;6.791
 ; ;A ANTOFAGASTA     ;2.714;2.809;3.595;5.108;5.366;4.889;4.083;5.328;7.406;8.076
 ; ;A CALAMA          ;0;0;0;54;6;140;61;0;0;0
 ; ;A COPIAPO         ;0;935;1.804;1.872;2.137;2.158;697;0;0;0
 ;DE IQUIQUE;A CALAMA          ;0;0;1;357;382;326;10;5;0;0
 ; ;A COPIAPO         ;0;1.431;2.568;2.695;2.610;2.668;653;0;0;0
 ; ;A LA SERENA       ;0;0;55;0;0;0;0;0;0;0
 ; ;A CONCEPCION      ;0;0;0;0;0;254;0;0;119;0
 ;DE ANTOFAGASTA;A IQUIQUE         ;1.716;1.331;950;1.286;1.837;3.559;5.666;11.040;15.878;17.761
 ; ;A CALAMA          ;277;511;939;1.574;1.418;1.772;1.820;996;257;64
 ; ;A COPIAPO         ;0;745;1.137;641;815;1.179;183;630;123;98
 ; ;A EL SALVADOR     ;0;0;30;237;134;52;21;33;0;0
 ; ;A LA SERENA       ;0;0;46;0;0;5.090;14.088;15.328;17.880;19.183
 ; ;A VI_A DEL MAR    ;0;0;0;63;0;0;0;111;0;0
 ; ;A CONCEPCION      ;0;0;0;0;0;0;0;0;186;615
 ;DE CALAMA;A COPIAPO         ;0;8;554;1.395;1.482;2.190;1.802;2.084;2.783;922
 ; ;A LA SERENA       ;0;0;0;0;0;110;1.296;5.187;7.902;7.432
 ;DE COPIAPO;A EL SALVADOR     ;0;0;6;18;14;6;0;0;0;0
 ; ;A LA SERENA       ;0;0;0;0;0;86;807;1.185;1.344;111
 ; ;A VI_A DEL MAR    ;0;0;0;0;0;14;0;0;0;0
 ;DE EL SALVADOR;A LA SERENA       ;0;0;0;0;0;0;16;43;6;0
 ;DE CONCEPCION;A CALAMA          ;0;0;0;0;0;0;0;0;0;1.888
 ; ;A VI_A DEL MAR    ;0;0;25;0;0;0;0;0;0;0
 ; ;A PUCON           ;0;6;12;0;0;14;14;7;14;0
 ; ;A TEMUCO          ;352;598;1.059;1.483;1.303;1.126;791;399;249;52
 ; ;A OSORNO          ;0;0;0;12;0;0;0;0;0;0
 ; ;A PUERTO MONTT    ;1.884;1.543;956;5.127;6.102;6.701;8.904;10.884;11.173;5.488
 ; ;A VALDIVIA        ;0;0;0;178;82;0;0;0;1.425;0
 ; ;A BALMACEDA       ;0;613;762;2.884;4.760;2.505;414;0;0;0
 ; ;A PUNTA ARENAS    ;3.416;2.781;4.492;4.320;1.497;1.928;0;0;0;0
 ; ;A VALDIVIA        ;0;0;0;0;0;0;0;0;0;2.796
 ;DE TEMUCO;A PUCON           ;2;15;0;8;0;7;0;0;0;0
 ; ;A OSORNO          ;0;0;0;50;0;0;0;0;0;0
 ; ;A BALMACEDA       ;0;0;0;1.457;2.729;2.089;343;0;0;0
 ; ;A PUNTA ARENAS    ;0;0;0;124;0;65;0;0;0;91
 ;DE PUERTO MONTT;A TEMUCO          ;19;90;163;1.395;828;1.818;2.043;2.452;858;0
 ; ;A OSORNO          ;0;0;0;1;0;0;0;0;0;0
 ; ;A VALDIVIA        ;0;0;0;0;16;0;3;6;7;0
 ; ;A BALMACEDA       ;6.153;6.165;6.119;6.567;8.633;9.358;9.899;10.744;12.656;14.194
 ; ;A PUERTO NATALES  ;0;0;0;281;528;6;0;1.238;0;0
 ; ;A PUNTA ARENAS    ;9.501;9.771;9.328;15.512;17.250;25.057;24.122;26.348;33.813;35.729
 ;DE VALDIVIA;A BALMACEDA       ;0;0;0;0;132;0;0;0;0;0
 ;DE BALMACEDA;A PUERTO NATALES  ;0;0;0;0;0;0;0;3;0;0
 ; ;A PUNTA ARENAS    ;1.285;2.691;4.089;4.805;4.130;2.233;4.373;4.392;2.962;2.781
 ;DE PUNTA ARENAS;A PUERTO NATALES  ;0;0;0;113;25;124;472;428;267;0
TOTAL;NACIONAL DE;SKY AIRLINE       ;306.713;303.842;326.939;386.018;456.683;548.347;631.211;772.670;993.907;1.081.785
XTRA AIRWAYS      ;DE SANTIAGO;A ANTOFAGASTA     ;0;0;0;0;0;0;0;0;3.460;10.558
 ; ;A CALAMA          ;0;0;0;0;0;0;0;0;703;7.431
 ; ;A CONCEPCION      ;0;0;0;0;0;0;0;0;113;5
 ;DE ANTOFAGASTA;A CONCEPCION      ;0;0;0;0;0;0;0;0;6.164;13.519
 ;DE CONCEPCION;A CALAMA          ;0;0;0;0;0;0;0;0;0;4.436
TOTAL;NACIONAL DE;XTRA AIRWAYS      ;0;0;0;0;0;0;0;0;10.440;35.949
TOTAL;GENERAL;DE DATOS;1.700.674;1.802.902;2.195.035;2.539.102;2.768.762;3.218.172;3.724.781;4.406.396;5.061.022;5.252.599
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
TRAFICO NACIONAL;;;;;;;;;;;;
TRAFICO POR OPERADOR POR PARES DE CIUDADES;;;;;;;;;;;;
PASAJEROS-KILOMETROS (en Miles) TOTALES (Llegados+Salidos);;;;;;;;;;;;
;;;;;;;;;;;;
OPERADOR;CIUDAD;CIUDAD;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
PAL AIRLINES;SANTIAGO CON;ARICA           ;0;0;0;0;0;10.594;56.475;14.638;0;0
 ; ;IQUIQUE         ;0;0;0;0;29.843;63.978;91.092;100.799;48.963;5.767
 ; ;ANTOFAGASTA     ;0;0;0;317;33.764;82.119;75.459;67.966;52.909;4.265
 ; ;CALAMA          ;0;0;0;0;2.390;47.977;53.802;98.526;146.978;23.906
 ; ;COPIAPO         ;0;0;0;0;0;3.313;17.336;22.183;7.371;174
